171,109,193,173,120,132,89
67,33,154,110,153,98,139
166,100,143,58,107,46,161
157,191,86,46,31,167,118
183,139,172,60,154,123,135
76,188,63,184,88,190,33
78,143,192,62,115,84,84
141,151,15,48,123,94,127
94,156,97,125,47,122,184
98,169,132,111,153,137,76
91,59,142,189,26,141,145
54,117,134,170,62,64,173
108,167,13,129,116,75,63
106,196,61,128,116,19,81
90,62,155,59,189,146,64
168,189,51,41,58,101,26
159,138,119,112,108,186,176
155,145,144,199,69,46,81
132,147,15,151,13,115,141
146,77,159,198,177,150,15
17,22,128,79,23,136,111
70,30,13,84,150,159,138
160,122,96,57,190,179,30
125,73,47,139,87,70,87
149,106,99,46,109,101,78
178,121,140,185,60,96,70
103,75,199,28,102,199,26
11,153,45,134,141,73,86
84,59,120,46,128,156,113
77,192,119,178,41,26,45
109,56,145,13,142,131,156
199,191,21,170,160,62,171
107,119,100,82,42,184,53
196,90,187,198,150,106,120
35,196,110,46,97,113,148
90,188,108,92,118,168,39
150,45,59,104,37,127,119
184,145,120,74,43,11,143
34,63,133,176,76,76,163
103,105,69,59,37,97,90
162,143,182,110,115,39,32
51,122,75,34,197,172,160
137,115,142,191,177,110,14
40,54,154,156,167,13,39
13,186,52,71,186,115,169
27,121,14,147,76,75,107
172,197,142,102,130,197,149
141,58,116,109,100,109,142
166,22,89,172,103,165,95
73,197,149,28,25,56,66
78,101,27,20,174,28,119
141,125,114,147,53,24,36
70,18,117,137,196,137,75
67,129,84,188,50,68,109
47,38,132,47,38,102,194
166,109,116,164,12,61,47
194,95,156,191,103,117,66
186,63,92,42,144,11,34
166,89,88,177,187,124,87
146,120,60,103,189,28,100
45,137,11,19,20,22,191
154,162,194,28,189,87,62
122,93,76,93,37,195,97
164,128,121,150,118,139,41
104,155,20,177,51,28,97
79,40,177,116,72,197,166
102,134,45,168,196,147,160
159,29,88,83,61,23,87
193,120,125,141,70,141,93
63,20,64,77,143,152,194
163,19,22,57,160,175,20
123,193,41,44,16,49,42
34,172,86,50,24,141,96
128,88,14,72,20,97,16
29,66,84,148,148,86,193
185,126,68,120,46,91,167
156,179,73,141,80,22,97
33,48,18,58,145,101,87
161,54,61,12,188,146,198
89,104,177,48,65,100,44
163,167,23,179,29,134,104
95,39,164,180,155,89,114
162,129,91,84,42,146,86
118,34,145,81,166,108,90
178,97,40,136,173,52,17
71,116,111,188,22,182,119
76,167,14,107,192,155,79
193,120,181,144,83,13,102
22,69,114,51,121,106,117
124,109,68,193,10,84,155
25,115,137,63,62,107,87
31,39,158,108,193,176,144
51,65,51,142,77,120,137
95,65,69,148,192,136,195
167,183,80,84,153,156,64
64,137,171,174,199,102,83
185,140,42,27,121,70,196
124,173,163,109,43,10,58
107,83,129,114,109,186,127
101,79,81,111,177,124,133
94,80,44,102,46,113,46
40,22,104,62,12,118,193
142,32,15,21,77,181,39
56,76,131,199,22,52,169
31,92,152,48,24,180,24
104,20,59,42,181,37,187
68,11,149,170,168,109,79
167,81,31,46,11,22,70
168,162,24,50,17,109,164
52,19,61,153,137,63,174
125,26,89,55,25,69,180
79,96,82,100,120,190,147
14,21,177,102,154,94,59
155,120,73,105,132,176,17
186,66,87,157,49,74,170
110,58,136,151,54,124,97
36,122,185,194,47,43,20
175,191,103,181,169,11,29
41,187,13,31,193,73,162
23,192,100,199,20,120,62
185,10,126,158,111,15,86
38,55,62,20,20,80,87
76,45,16,61,10,41,116
128,183,12,115,61,179,68
161,62,23,72,69,176,49
180,30,193,46,172,156,182
46,88,56,41,160,17,106
81,129,146,102,30,150,196
113,186,90,139,188,192,145
142,51,192,13,152,151,32
163,53,119,57,113,20,134
115,131,103,184,33,105,151
185,121,142,132,34,191,41
54,180,195,177,85,185,52
113,50,127,54,42,17,28
192,98,38,181,181,84,79
147,36,135,49,177,23,93
186,66,76,29,28,89,171
57,97,189,176,195,168,118
158,14,20,68,186,29,102
147,67,53,140,136,112,178
53,47,70,105,151,91,17
152,183,51,139,143,61,154
32,30,22,44,17,182,25
147,45,184,74,112,60,116
126,159,30,103,153,15,26
27,157,191,62,176,55,165
133,44,24,35,188,19,178
28,137,155,139,77,79,109
164,135,80,163,50,192,159
66,88,52,15,35,156,117
80,123,147,182,123,152,166
38,12,157,161,95,143,114
179,169,126,181,138,171,198
168,157,84,72,86,183,72
169,161,17,70,71,40,136
112,54,168,138,146,91,79
82,24,63,80,180,38,123
79,133,133,124,39,85,83
49,38,20,72,14,47,173
30,101,20,110,176,117,157
185,154,118,121,155,134,53
108,58,75,136,81,51,30
48,59,103,197,174,173,92
57,42,61,35,29,138,161
91,60,80,182,131,121,152
165,118,179,51,67,78,134
163,190,153,59,15,101,129
14,68,164,80,109,121,75
62,149,69,43,136,38,11
80,141,65,199,56,51,154
39,160,56,170,180,45,99
80,30,54,103,124,132,167
54,128,29,54,195,180,145
68,115,27,28,72,37,16
89,95,121,23,109,180,100
12,170,39,51,130,145,10
83,188,82,105,146,80,129
34,54,181,60,51,108,157
30,100,166,86,20,110,110
121,49,39,175,118,106,108
137,23,16,131,147,126,79
61,104,89,59,198,109,72
188,10,125,86,45,156,13
70,29,37,80,47,120,186
77,52,199,172,84,190,155
56,198,56,107,136,187,69
25,60,106,84,163,127,14
171,169,163,167,72,61,166
133,158,166,33,64,13,130
168,83,149,121,174,78,85
88,61,63,114,166,38,157
67,15,132,100,102,115,139
12,168,11,191,122,182,130
148,96,20,25,43,173,39
31,18,157,175,14,139,69
29,181,21,172,92,20,109
69,157,170,114,120,27,165
70,32,98,42,101,21,25
132,69,82,40,199,78,104
82,146,80,46,46,101,137
194,175,109,84,11,82,33
195,31,176,162,121,54,22
117,135,33,69,30,90,68
36,168,168,50,92,18,167
45,108,94,197,36,93,32
156,71,173,159,157,51,44
114,175,181,20,161,84,34
149,179,87,13,85,75,117
177,165,126,190,199,75,174
177,32,30,165,55,48,150
65,17,35,184,16,31,129
143,58,165,15,180,155,143
115,178,121,33,88,116,16
178,31,55,74,95,139,169
129,100,168,153,35,160,106
153,147,107,76,148,139,121
13,135,182,95,169,12,165
118,74,82,185,63,48,63
144,194,10,196,190,83,13
173,149,148,130,138,184,88
54,87,177,12,179,189,21
92,53,163,152,91,127,103
113,99,133,102,104,43,144
152,117,80,169,54,30,39
117,80,105,150,122,32,20
132,177,155,118,13,195,171
161,140,114,146,188,74,113
63,45,111,103,44,157,58
29,17,14,113,74,144,43
140,23,45,137,146,130,47
67,76,87,160,156,25,122
158,188,112,198,31,66,136
124,108,69,111,187,194,33
43,59,163,104,187,42,59
35,80,15,44,159,194,103
141,80,39,33,108,55,118
113,187,186,126,98,175,192
179,131,121,156,66,164,148
194,114,172,81,103,24,60
169,180,17,68,33,79,163
72,64,148,180,195,55,63
73,148,49,68,178,199,51
104,99,43,13,62,147,38
135,11,48,198,190,81,178
10,22,82,176,13,27,56
148,129,193,135,132,143,117
75,67,115,64,56,28,197
127,115,190,119,98,172,137
62,22,36,130,122,189,170
66,14,174,183,97,71,60
44,83,114,129,59,128,129
196,95,91,26,179,46,144
156,42,64,61,150,193,37
13,124,193,110,165,168,112
142,55,41,156,70,163,65
34,14,149,65,157,81,159
155,195,92,96,179,142,135
97,141,57,150,140,106,45
16,124,42,166,180,105,190
88,55,46,104,89,43,98
31,181,65,80,84,181,58
155,53,30,135,167,150,73
147,187,171,82,157,114,184
122,126,128,176,21,182,10
169,16,92,174,156,169,177
52,173,73,194,48,173,122
86,121,15,33,113,89,153
99,102,41,68,58,184,122
18,173,35,61,147,93,168
191,110,149,105,155,52,32
38,14,59,177,159,50,141
68,53,136,10,77,154,88
54,186,91,110,37,117,16
179,164,155,160,30,23,146
151,74,54,154,82,14,46
141,31,78,60,51,188,13
154,34,102,131,12,162,18
20,73,146,95,185,115,93
27,92,46,158,150,165,61
37,107,83,90,198,52,48
131,148,21,171,107,51,195
15,146,11,60,83,199,182
60,89,61,140,41,169,63
126,76,73,36,102,196,164
54,44,152,93,116,199,159
153,165,179,72,40,67,100
83,161,84,181,82,126,35
37,115,109,191,80,167,37
152,138,30,49,124,81,158
152,183,179,116,79,146,164
93,71,131,10,66,140,40
129,54,22,174,108,53,165
123,43,141,54,110,167,53
18,12,40,138,113,53,34
184,51,123,188,174,163,188
77,128,91,188,36,73,116
51,172,103,124,188,153,140
36,182,66,73,177,15,189
99,148,142,172,21,161,192
169,184,159,130,23,143,109
177,89,136,107,134,159,129
198,129,177,184,38,11,145
170,93,125,44,121,194,37
120,194,98,144,48,155,190
16,169,107,73,91,17,17
93,87,158,31,187,182,33
49,194,101,191,78,12,126
25,74,142,69,71,42,21
44,107,25,81,93,35,188
34,148,96,41,55,199,178
147,147,11,68,137,71,61
116,189,198,66,93,142,162
115,53,158,71,97,164,132
91,186,38,35,16,176,146
165,12,50,196,83,65,117
76,84,69,124,11,79,178
86,183,153,144,145,31,42
124,176,48,125,61,79,192
89,73,172,72,27,179,88
15,14,44,96,153,12,124
92,128,87,32,171,160,127
135,49,43,102,199,45,103
23,79,175,105,184,45,174
97,27,139,66,29,185,162
66,72,190,108,37,98,22
141,55,159,91,32,67,75
65,69,137,96,159,121,77
30,114,195,46,24,150,189
59,97,42,167,74,126,199
30,65,78,136,27,130,165
12,46,99,50,187,81,198
63,174,37,75,150,148,84
32,117,157,132,154,33,79
134,53,108,26,72,95,121
45,193,26,26,58,32,54
47,17,12,129,76,193,145
136,97,148,95,29,92,124
36,166,15,100,185,53,197
43,93,16,33,104,80,102
177,141,92,72,125,168,146
54,178,103,181,179,29,33
132,159,38,150,136,57,131
100,144,86,143,176,198,47
20,197,198,79,106,112,17
187,170,81,90,42,15,97
26,21,26,115,185,154,109
93,14,61,162,124,75,108
48,96,64,107,24,115,193
180,129,189,152,21,27,91
127,128,41,52,57,120,59
122,144,115,143,153,172,44
29,105,57,149,189,119,102
148,160,190,193,49,160,147
84,160,166,158,17,193,65
90,184,14,55,48,197,103
36,197,134,48,37,139,137
114,120,65,107,184,161,191
138,93,199,187,149,71,30
139,53,81,33,100,60,165
129,60,194,11,106,48,92
24,182,10,187,19,36,20
127,133,165,54,163,42,66
11,24,188,135,158,80,164
56,43,59,133,21,105,41
196,94,26,158,69,79,120
91,176,60,63,95,65,87
167,146,116,124,193,54,102
113,58,190,107,13,156,96
145,93,24,138,60,51,157
37,151,37,89,55,141,115
104,198,187,22,191,105,99
167,84,50,174,127,121,87
157,95,95,50,169,182,32
94,147,117,59,113,18,48
143,133,106,13,127,16,90
188,92,93,193,81,116,71
167,84,50,101,77,90,37
44,187,46,191,163,59,33
121,108,180,17,156,28,25
127,93,115,173,170,79,190
157,64,81,81,82,128,118
72,77,70,139,54,58,165
62,33,103,33,51,136,156
153,91,180,162,177,193,21
145,175,109,188,141,40,98
46,22,173,67,179,22,96
94,148,136,176,92,82,125
90,30,22,43,104,141,33
161,86,171,12,166,93,127
139,14,170,17,173,67,68
120,86,131,70,10,35,175
11,142,155,27,101,146,146
36,168,186,182,149,13,102
67,143,196,33,148,168,149
16,187,173,172,61,133,17
182,199,120,69,65,173,48
50,183,61,183,93,145,49
144,139,98,108,128,137,163
189,27,169,157,85,34,193
74,65,187,60,198,94,22
131,28,36,154,121,33,35
78,150,149,64,74,134,186
13,159,16,16,160,80,39
128,79,36,187,86,73,99
96,55,141,160,99,19,162
70,26,97,173,80,182,135
64,68,124,78,67,183,65
180,78,41,118,110,150,46
100,120,111,180,168,95,116
199,179,136,45,81,113,147
180,53,89,160,132,166,136
157,191,43,126,142,40,92
25,191,128,74,31,137,165
106,195,148,123,159,22,30
70,32,62,154,22,68,25
193,27,160,16,152,127,12
119,167,144,16,193,99,36
82,113,36,166,79,64,166
65,18,150,125,189,191,125
94,139,102,173,57,65,124
167,11,55,93,92,162,155
23,25,147,60,82,48,183
109,127,15,43,18,82,101
105,191,45,49,151,35,13
198,31,83,132,88,197,75
31,97,35,47,149,110,134
93,33,63,194,12,30,132
191,47,24,39,165,70,166
18,120,47,129,164,133,142
143,150,121,35,188,87,13
150,15,101,13,124,10,31
184,169,147,141,181,68,14
17,49,188,148,195,65,143
171,122,37,90,70,118,166
94,161,140,82,184,90,60
186,181,43,126,19,161,41
187,166,20,39,164,178,58
188,36,196,122,136,122,55
116,101,106,50,139,196,96
133,145,126,100,191,95,140
166,137,182,153,146,141,54
122,140,159,37,175,27,175
61,69,158,157,46,197,198
66,161,146,19,77,32,172
12,49,100,28,46,199,185
145,148,17,110,36,93,171
77,124,69,183,69,127,22
197,38,36,68,80,33,33
176,87,72,135,61,141,198
187,62,62,98,56,130,26
176,191,174,175,177,11,109
93,112,23,48,154,100,96
72,186,170,199,32,25,58
80,162,185,147,130,117,91
33,148,167,58,199,128,187
163,159,116,188,45,151,147
140,61,89,45,95,130,131
144,124,137,147,65,88,159
135,153,196,72,54,173,196
49,159,143,118,102,62,155
55,16,190,139,43,170,96
71,53,190,64,135,177,198
143,43,136,154,70,38,48
43,193,96,74,193,81,68
21,32,48,168,32,109,164
36,153,26,11,54,134,161
151,130,188,175,162,71,129
97,113,45,162,24,182,34
123,99,36,25,100,198,186
93,127,73,186,123,18,58
33,24,137,14,159,164,69
177,69,158,76,101,118,181
96,107,182,103,15,184,103
30,194,166,161,126,148,196
169,169,114,27,55,133,47
134,70,14,176,61,23,166
73,55,27,181,158,86,150
90,121,181,188,84,195,148
87,42,48,127,33,105,10
73,161,25,184,140,84,184
131,44,79,26,61,42,167
166,69,46,182,135,149,150
155,179,114,92,37,179,83
166,124,181,198,188,161,15
146,13,192,59,51,141,179
158,182,132,53,60,117,82
81,33,152,35,131,47,36
166,117,152,12,144,108,37
186,63,170,149,186,147,186
148,176,196,26,111,112,167
74,21,198,32,136,102,190
56,151,53,198,143,100,142
51,102,13,135,161,85,144
17,117,35,107,80,103,119
159,86,64,49,68,66,129
128,100,136,32,167,22,34
178,37,61,132,101,146,64
144,99,30,27,115,140,125
43,195,14,148,69,113,199
134,15,140,58,29,37,169
12,161,39,115,199,100,98
82,186,195,19,70,150,171
42,133,160,181,37,167,38
133,168,24,63,61,168,105
101,168,140,153,97,163,148
160,41,127,45,36,51,169
192,172,69,76,115,32,25
176,50,29,109,175,99,184
82,67,117,184,187,28,28
44,40,138,161,107,123,50
83,42,43,31,192,109,111
189,29,124,183,86,163,64
157,138,184,62,137,95,133
12,169,15,164,44,63,99
26,117,110,179,25,40,72
93,37,193,194,166,106,155
105,20,130,160,179,74,42
147,70,187,164,180,167,170
183,48,166,130,48,38,55
163,174,90,44,48,70,151
88,66,138,56,170,93,172
185,179,16,37,196,166,49
179,152,73,130,179,33,192
11,116,118,181,18,123,96
101,46,113,17,41,76,73
44,84,161,59,179,128,155
168,172,145,126,130,112,99
168,34,181,23,197,127,47
34,124,121,27,104,191,70
18,122,140,94,18,16,166
14,18,175,169,83,132,88
131,87,134,98,104,199,158
81,81,138,103,50,130,167
161,195,123,154,177,100,164
83,22,165,125,137,16,156
35,104,95,159,54,125,122
176,138,192,117,89,189,77
48,89,149,124,19,86,18
191,136,48,138,133,105,55
62,21,168,140,164,144,73
143,37,117,96,188,170,146
71,15,156,178,12,165,96
197,10,52,34,95,28,150
115,198,141,129,44,184,64
171,24,190,49,135,147,151
33,136,191,159,20,40,75
111,129,173,56,132,12,187
171,84,177,14,194,24,187
71,52,43,47,34,162,105
27,33,189,193,148,167,87
91,165,136,103,170,64,176
150,66,143,12,145,91,156
19,14,144,29,105,116,142
160,105,171,76,67,80,182
146,98,18,32,35,184,177
126,56,132,194,53,35,177
44,44,124,161,109,66,162
161,41,164,89,31,41,78
111,54,105,111,54,146,84
187,73,98,166,146,74,170
87,189,48,118,85,141,46
65,104,113,182,120,144,163
167,192,44,53,79,80,181
15,26,26,178,101,17,19
103,100,106,89,169,53,63
112,86,10,16,124,24,164
189,49,155,61,34,95,199
134,94,46,170,89,28,106
34,80,180,51,176,175,47
107,25,55,167,160,46,160
17,58,85,189,64,124,33
60,39,123,97,148,89,118
101,188,71,145,10,66,74
174,181,175,64,46,42,126
130,67,17,27,69,175,98
44,183,53,146,100,109,56
46,33,190,157,70,89,110
69,34,104,47,194,81,89
197,58,26,152,94,44,158
76,177,124,93,77,101,114
153,23,149,187,161,25,156
164,62,168,104,69,79,31
165,157,63,149,113,171,183
108,81,197,163,42,62,80
65,142,102,122,138,23,61
32,103,74,28,86,51,102
181,56,178,34,49,137,47
140,166,48,114,90,195,159
131,51,87,101,131,174,185
32,81,15,50,51,31,99
110,70,184,198,45,120,193
62,152,10,34,49,77,78
34,164,171,102,95,106,168
29,54,115,97,148,75,107
34,23,173,183,56,71,36
66,70,184,159,39,29,175
117,129,67,161,185,74,130
86,143,143,33,111,187,179
177,68,186,19,33,194,113
125,154,137,24,54,170,187
43,105,12,51,94,65,99
105,44,194,95,148,164,166
163,196,125,181,36,18,117
167,14,20,97,40,22,191
138,138,155,20,130,83,187
16,142,138,160,180,158,103
26,103,116,38,177,11,162
58,135,120,56,159,19,156
149,44,159,171,139,134,31
126,35,163,108,105,14,76
26,46,191,12,176,118,19
71,189,170,145,170,34,19
14,146,123,84,118,188,199
21,21,197,180,72,96,58
29,38,49,186,161,180,63
12,94,63,150,181,139,61
154,180,99,63,50,172,80
22,114,139,170,150,73,43
111,107,137,23,156,145,153
101,138,31,37,131,80,194
18,151,141,138,46,51,77
115,98,80,197,176,157,77
113,25,195,120,23,152,13
40,178,185,48,184,163,44
168,90,80,19,180,193,48
104,70,163,186,180,166,144
19,130,81,73,195,99,79
33,177,196,38,108,185,55
126,172,18,187,35,138,98
60,185,113,172,137,153,56
38,145,89,101,194,119,55
132,104,118,45,123,89,32
30,105,28,33,111,99,190
55,102,69,98,97,97,25
170,121,119,46,92,172,43
109,55,42,91,88,41,91
58,130,96,144,183,31,185
155,54,41,41,53,88,35
10,68,144,147,153,152,158
151,195,146,38,98,77,54
22,156,142,190,112,33,187
114,159,184,128,29,151,119
124,87,56,180,194,10,190
76,107,25,30,88,33,70
167,129,81,113,26,87,163
34,45,48,79,52,82,24
53,169,76,190,38,116,84
66,23,77,168,46,104,142
126,98,104,79,39,86,178
56,142,151,80,96,97,157
146,16,149,54,12,34,62
24,39,31,48,63,110,103
78,77,168,62,59,109,133
182,95,156,117,150,92,26
125,35,161,177,187,150,34
153,82,126,58,61,152,191
25,98,173,161,166,175,101
17,62,64,152,15,82,43
50,177,91,92,110,89,192
20,191,89,198,43,109,177
30,87,119,132,147,135,172
174,180,45,105,37,134,164
125,67,119,32,146,50,54
50,96,79,167,80,105,192
167,129,62,81,190,144,99
199,10,60,157,155,28,76
112,56,189,118,124,39,53
11,115,57,111,27,93,113
141,51,80,185,39,147,25
151,134,168,188,114,138,77
70,124,183,47,47,172,73
14,24,16,23,121,106,114
41,89,40,13,189,192,180
29,25,46,93,95,39,17
56,177,191,106,88,64,21
160,48,117,100,45,38,161
152,113,15,58,72,68,118
65,151,147,38,159,115,154
89,68,175,126,15,137,169
66,82,59,61,117,11,138
51,121,56,126,99,102,117
141,120,55,178,14,118,90
141,85,127,119,156,162,150
46,66,188,133,76,73,88
144,106,136,103,29,17,162
144,143,51,15,55,108,184
38,111,82,123,171,17,176
142,56,16,91,123,15,126
50,199,199,102,91,116,165
123,107,160,38,139,199,138
120,20,115,87,36,70,67
45,42,25,167,45,144,152
188,149,64,76,187,48,25
135,112,17,70,57,102,24
183,55,141,177,109,148,19
81,74,28,22,78,139,177
136,36,182,25,51,128,17
137,106,85,125,37,22,166
80,126,91,105,37,78,62
104,128,68,124,67,76,98
90,80,128,83,146,148,37
188,71,184,22,33,173,36
29,143,116,15,67,40,45
64,199,65,112,69,18,166
57,80,52,41,84,76,188
11,119,134,158,157,49,136
14,11,90,140,85,38,171
161,81,124,177,139,133,104
20,148,183,47,23,135,142
66,134,44,159,51,173,25
89,199,166,24,61,95,81
176,87,145,152,137,188,75
58,19,152,115,107,11,149
195,180,26,64,148,38,24
100,115,16,150,186,37,188
64,152,68,156,83,190,109
175,125,75,51,53,134,106
49,156,21,130,147,106,147
142,101,100,35,60,167,175
96,86,87,185,102,124,160
198,128,113,112,165,107,17
52,51,195,159,25,97,106
31,103,27,52,79,148,74
145,107,100,192,28,171,23
13,56,122,53,42,169,31
149,114,150,120,25,157,73
194,39,150,187,36,78,177
18,195,154,126,168,56,198
193,102,132,68,79,103,72
186,78,61,182,63,23,199
171,117,68,132,130,34,87
151,27,111,152,71,171,14
73,191,172,149,67,56,187
183,115,138,22,87,186,115
26,76,162,175,33,11,185
138,43,95,137,133,113,59
71,186,129,84,140,180,168
107,14,70,199,127,40,195
94,125,57,47,175,123,176
186,123,108,100,97,50,134
153,186,143,30,25,145,159
169,52,194,177,163,157,27
91,136,55,106,30,108,151
133,108,173,69,70,38,184
157,112,187,96,51,14,33
145,127,30,42,196,39,180
91,54,69,110,144,171,128
58,146,107,111,133,69,190
93,147,175,143,30,32,80
184,177,70,90,85,33,140
165,107,172,141,166,67,158
196,39,196,197,115,178,31
130,148,126,46,195,19,112
80,26,86,94,182,136,131
24,25,15,16,119,44,176
24,46,45,45,84,34,27
87,94,71,42,184,164,38
65,175,183,25,138,152,18
185,133,47,105,91,180,24
105,63,111,160,170,125,159
80,112,187,152,160,173,25
51,78,28,180,158,193,178
108,199,57,20,158,172,29
68,56,175,150,100,131,127
102,37,145,133,117,165,137
85,183,121,194,100,61,41
104,57,103,162,29,185,47
63,163,180,96,178,88,27
62,39,17,144,22,31,152
130,156,43,54,43,137,144
55,125,157,157,181,183,107
40,62,80,85,120,11,32
131,103,193,123,174,146,31
64,191,23,153,44,160,195
143,95,192,14,182,160,55
122,58,176,120,114,169,189
55,186,53,60,32,112,120
90,25,182,64,170,180,142
122,67,90,30,191,97,29
54,195,148,25,129,191,62
123,170,56,37,189,165,164
182,81,61,41,159,158,36
30,44,34,90,184,193,126
184,156,55,55,96,90,125
153,186,100,145,131,80,60
97,56,108,119,149,145,177
67,127,55,37,47,60,116
31,13,80,83,160,140,159
114,124,13,58,187,121,133
103,131,93,84,194,168,121
143,187,25,37,65,156,153
39,145,119,56,17,86,71
66,82,136,46,87,150,112
141,89,75,147,10,34,72
194,150,157,77,22,197,134
88,132,22,197,39,44,144
134,52,31,66,65,22,61
40,28,104,72,199,19,124
125,98,185,55,114,91,70
193,179,21,36,11,154,165
178,87,124,132,155,153,171
97,52,71,183,87,49,130
116,63,39,168,90,187,53
61,89,171,132,149,182,43
96,40,143,185,181,166,167
122,127,163,158,170,145,38
43,133,10,130,67,34,156
176,41,140,183,138,122,181
159,63,94,86,135,109,145
45,181,159,11,160,61,84
101,87,140,91,33,82,147
25,67,174,106,179,168,27
107,114,182,32,143,195,57
104,134,162,129,79,111,69
83,46,34,67,20,95,138
57,51,29,140,78,26,54
172,92,197,58,174,161,20
151,184,117,145,83,55,55
89,123,111,33,191,94,148
186,66,118,68,126,133,35
152,181,105,91,174,178,24
18,72,25,195,39,124,91
127,91,141,175,33,84,53
35,88,181,12,50,69,64
192,127,40,15,50,191,30
149,188,157,122,141,120,140
137,106,21,172,18,108,47
22,145,136,71,177,47,168
57,71,10,178,141,151,77
113,180,113,34,106,37,194
56,58,61,66,161,148,188
192,122,46,117,33,128,185
124,169,188,123,124,118,165
155,83,109,142,65,157,145
132,97,154,56,43,33,23
158,17,185,112,60,157,167
21,81,57,185,54,146,19
128,173,96,70,125,82,175
46,60,160,79,197,84,81
197,182,112,164,33,79,157
96,112,103,132,89,176,94
181,14,103,72,147,23,182
92,79,77,161,108,92,99
196,111,182,125,25,188,43
107,90,126,191,115,66,140
124,144,92,94,163,180,152
137,85,92,119,37,27,27
183,166,139,84,11,183,176
29,188,153,187,125,140,110
122,72,142,66,179,18,155
34,56,24,58,105,163,61
12,55,134,35,192,156,192
35,176,105,52,138,31,163
181,21,153,193,88,74,198
182,132,46,79,157,67,153
152,128,111,109,48,163,189
172,173,38,181,52,196,18
179,182,169,73,168,36,145
191,76,186,81,170,57,74
159,96,95,35,169,66,104
179,108,147,184,160,28,55
31,82,167,23,155,123,95
134,189,80,104,90,179,107
192,42,57,47,54,91,108
97,128,73,165,39,28,198
82,55,171,125,143,132,48
193,176,98,46,109,140,24
117,46,23,147,95,83,131
115,42,115,153,179,180,113
76,166,148,92,124,196,180
128,136,142,63,13,169,66
65,77,118,159,78,145,120
153,103,139,77,134,17,46
133,196,111,30,12,177,140
67,28,88,120,195,94,33
24,113,191,86,17,160,53
122,97,41,31,143,182,65
191,33,80,98,56,150,163
159,60,44,192,148,76,64
144,145,196,61,35,26,106
44,99,155,197,98,143,144
170,170,133,182,30,168,97
104,43,173,103,101,181,61
89,19,107,32,98,61,194
126,64,170,152,195,34,32
170,41,81,72,59,10,130
154,149,140,37,113,160,115
161,143,52,164,184,71,86
82,19,24,101,160,110,112
134,48,39,150,178,16,46
38,17,28,142,144,172,42
195,102,81,61,74,170,168
113,179,33,67,179,41,113
60,107,162,44,60,69,55
88,177,80,121,111,198,195
37,133,107,168,80,194,100
172,105,176,177,87,12,68
