49;37;20;29;31;7
29;16;41;5;20;33
44;45;46;7;13;14
46;40;30;1;46;23
44;8;43;31;22;23
14;2;14;35;22;12
48;34;49;22;33;43
15;40;21;37;8;34
8;33;10;14;23;40
3;45;22;12;15;21
37;35;14;25;8;36
49;6;47;1;20;15
46;14;48;39;49;13
32;8;24;6;41;24
4;9;33;11;8;21
46;15;8;15;47;33
8;31;47;25;31;3
25;26;31;7;41;5
3;34;6;18;4;6
19;32;26;40;45;16
6;29;44;5;45;32
18;19;5;24;36;19
12;7;33;30;17;49
1;9;6;38;46;4
36;47;42;2;9;48
12;40;45;11;30;42
41;14;25;23;29;19
5;34;36;27;49;46
11;15;31;6;44;14
21;40;46;29;33;33
32;35;18;35;2;43
40;17;30;25;36;38
31;33;15;48;45;35
34;29;34;27;12;35
38;12;7;49;39;36
18;27;22;15;19;18
49;27;15;13;42;11
37;10;29;14;26;43
32;37;9;42;49;48
35;4;9;29;47;45
44;46;32;40;40;47
45;28;15;23;23;36
27;35;22;39;13;28
19;14;15;12;48;13
28;21;25;17;46;3
47;8;10;33;20;3
46;4;26;35;32;43
10;13;14;32;45;37
39;2;17;48;22;23
7;15;36;35;46;44
13;31;18;37;10;18
17;34;4;20;44;37
47;19;45;1;18;17
11;23;11;2;45;21
26;17;48;35;26;32
34;30;13;33;19;1
31;41;44;33;14;8
16;13;36;31;15;48
15;30;5;45;18;29
44;11;31;9;32;17
24;8;3;29;13;39
3;13;12;49;47;40
49;41;16;23;42;17
32;21;13;21;47;2
6;18;9;49;28;31
39;11;11;18;35;14
6;47;12;13;42;12
17;30;29;41;28;19
8;24;31;16;39;21
11;19;1;49;22;11
34;10;13;47;2;26
42;6;5;31;13;35
14;21;43;39;42;25
15;46;40;4;5;40
11;33;39;11;29;2
21;40;10;31;41;32
21;9;3;26;29;25
5;28;12;27;43;22
6;6;22;6;1;25
3;18;17;29;30;32
5;31;33;43;48;39
29;38;14;32;40;16
49;38;33;10;25;42
26;40;10;6;14;47
28;30;1;45;37;37
3;20;49;47;13;38
8;19;22;31;13;38
33;25;27;2;31;40
49;6;37;13;46;44
30;6;35;41;15;20
3;47;31;32;33;30
26;36;48;27;31;39
12;15;37;19;38;11
40;12;49;12;10;35
45;42;14;13;27;33
47;37;45;39;15;35
49;24;34;23;27;46
14;12;49;1;6;2
33;35;19;18;21;30
14;46;7;46;10;42
42;22;8;32;41;5
41;11;18;32;16;34
22;8;44;16;21;17
22;17;4;28;40;37
46;31;23;48;3;3
26;47;40;11;48;45
7;25;32;12;37;25
19;7;13;16;27;38
12;26;9;21;32;43
33;29;36;5;13;45
22;5;45;12;35;40
3;18;18;47;41;27
25;2;49;37;20;35
30;3;32;20;2;26
42;12;12;42;10;43
4;47;23;7;25;18
4;30;30;17;46;30
37;33;49;5;38;44
3;35;26;23;35;21
14;3;16;24;43;46
5;8;40;27;41;44
19;24;15;8;1;49
25;49;32;21;20;19
27;7;19;30;7;47
30;4;2;43;38;47
24;9;5;13;18;42
4;6;37;44;21;11
19;43;1;20;12;46
37;16;21;23;28;42
18;47;10;38;4;46
8;32;24;10;13;20
19;21;14;23;25;11
42;29;27;25;13;37
31;2;36;9;12;3
40;1;11;9;21;34
42;49;41;17;8;20
28;7;25;46;39;32
2;44;35;26;35;31
9;3;46;11;40;38
15;43;21;32;23;28
42;4;2;27;36;13
16;5;26;9;36;44
47;27;15;10;15;30
8;42;40;48;43;12
26;17;24;6;13;42
26;14;49;4;13;25
33;8;4;24;48;22
40;2;19;15;46;32
6;30;44;32;41;6
47;29;34;13;5;6
48;48;8;43;9;1
10;47;28;28;34;9
29;26;23;7;7;49
36;1;26;4;30;14
4;38;7;38;28;43
27;40;26;39;19;31
7;28;24;9;33;16
35;5;45;5;22;8
38;47;3;30;26;2
38;30;16;4;27;20
30;31;22;28;3;6
45;11;7;39;20;11
32;13;1;31;12;37
28;39;37;15;17;19
34;43;39;48;28;30
14;19;45;36;39;37
32;38;14;12;35;34
33;3;18;47;27;24
31;40;7;3;43;3
10;36;6;5;41;49
46;28;44;5;19;46
24;16;48;41;47;47
5;21;11;27;36;42
35;11;10;38;10;20
32;35;38;16;8;10
38;12;32;21;12;22
5;14;39;22;42;26
24;42;36;42;49;27
1;44;39;38;32;45
38;3;11;9;49;38
37;10;27;20;12;10
30;32;16;30;42;27
17;42;45;4;32;27
35;44;2;2;12;30
15;2;22;28;2;5
9;2;4;4;31;25
18;34;33;25;39;8
25;31;28;49;19;14
14;16;25;14;16;39
6;24;43;37;1;16
15;21;2;18;7;44
26;25;21;3;40;33
18;47;19;39;22;38
18;16;48;45;33;2
39;35;26;30;26;1
16;24;31;24;9;37
10;42;13;11;34;22
28;14;14;16;19;15
13;9;11;39;42;14
42;4;44;8;5;14
19;30;43;41;5;1
2;33;45;17;6;30
5;9;23;44;16;29
46;13;47;44;20;32
27;28;10;7;47;45
13;23;42;13;19;36
5;13;29;19;18;2
6;15;8;19;26;42
27;11;1;22;8;16
47;37;49;44;40;32
7;16;49;4;22;16
37;39;38;34;21;18
36;20;42;23;7;21
7;41;15;25;27;44
17;1;16;10;2;38
2;41;48;17;11;18
30;27;25;46;37;11
45;24;7;45;35;15
2;37;4;22;49;31
14;4;17;3;6;10
18;39;35;10;35;5
9;4;3;41;13;18
32;36;15;42;1;15
10;45;6;48;20;12
30;49;46;48;22;31
40;35;40;33;6;26
23;20;45;41;15;1
33;49;13;7;31;43
18;45;7;2;36;47
28;47;7;32;48;35
44;36;12;13;40;25
35;8;47;2;20;22
6;7;10;20;29;44
32;2;44;30;27;8
45;33;9;11;41;32
3;19;37;27;46;34
17;45;42;4;41;19
39;7;10;39;37;9
14;43;20;31;41;5
25;20;34;35;14;36
13;8;44;45;42;38
44;39;6;9;11;10
1;17;38;38;17;18
8;15;45;13;43;18
3;20;6;2;43;39
23;27;25;22;40;37
5;12;28;21;10;34
19;36;36;2;24;37
44;40;36;38;32;39
6;49;29;45;49;17
20;10;26;6;27;34
23;22;32;2;21;45
40;37;21;41;3;8
20;20;40;28;43;13
35;47;5;38;18;24
25;17;7;14;15;29
16;23;33;26;45;18
12;14;10;8;32;32
12;26;27;48;29;47
30;33;20;10;39;1
37;18;10;5;47;11
14;37;47;35;32;49
9;28;26;18;11;44
24;8;21;5;8;21
36;6;14;37;44;14
23;34;31;34;2;47
5;15;40;17;14;25
17;9;5;21;42;36
17;11;22;30;43;49
16;30;31;8;45;33
18;4;10;3;9;49
10;42;21;39;10;44
15;6;13;34;48;47
16;47;1;39;47;21
31;31;36;5;22;17
48;29;29;10;10;45
7;19;2;35;43;20
40;15;22;37;4;40
13;27;40;38;28;20
4;46;40;13;20;19
19;31;38;42;36;28
19;46;23;25;16;26
2;7;30;35;22;4
35;44;2;38;7;43
6;21;40;18;46;47
45;8;45;11;47;2
19;8;43;4;18;11
11;5;35;13;27;12
36;34;3;28;39;5
37;25;19;20;28;12
33;19;10;20;35;48
34;39;20;35;42;34
19;3;42;19;39;41
21;44;44;37;37;6
21;7;18;31;33;22
39;38;31;34;49;48
3;42;20;11;1;43
24;20;40;26;11;13
20;26;29;20;21;19
17;27;42;44;27;27
45;27;36;21;10;5
48;8;15;11;7;8
25;34;39;35;6;14
37;35;24;2;37;11
38;1;32;2;29;15
12;13;31;36;33;14
46;41;33;28;27;21
29;31;5;36;37;2
4;16;9;23;3;27
33;49;29;25;48;44
47;34;30;45;13;8
21;7;14;6;23;13
46;26;21;49;1;34
1;35;35;35;47;44
39;38;1;4;47;12
40;19;35;23;26;12
12;7;3;49;23;40
5;38;1;30;23;27
33;22;27;3;37;20
26;43;42;26;45;7
38;34;7;14;5;28
36;3;38;35;16;16
7;40;31;46;4;18
49;7;7;1;34;1
41;28;14;2;34;47
39;9;43;46;44;45
32;23;41;9;28;32
34;2;16;23;17;43
48;21;47;4;7;12
18;42;10;33;49;30
16;45;45;17;18;25
9;18;26;26;28;36
28;24;8;28;1;28
40;34;48;9;28;40
24;13;38;35;37;16
16;14;39;40;3;6
6;27;20;17;18;17
35;21;1;9;46;25
48;39;20;40;18;43
42;45;19;13;13;24
12;37;25;38;3;15
16;1;24;34;44;32
42;23;18;41;14;15
40;12;45;8;43;7
41;16;25;28;21;32
13;7;5;35;15;32
28;35;42;24;39;37
1;14;15;32;46;19
47;18;19;5;33;32
12;33;41;33;10;1
28;25;33;27;13;44
2;40;31;13;25;26
3;21;34;47;21;23
4;25;14;17;20;9
20;5;40;16;41;6
26;8;28;6;39;37
22;3;29;49;45;45
21;5;27;26;44;19
38;2;20;17;24;19
49;26;38;8;29;31
42;4;3;14;24;15
11;3;4;41;16;7
37;26;13;16;47;5
17;35;22;3;33;15
40;10;40;48;29;47
13;30;17;33;43;17
20;24;10;24;13;13
41;11;21;33;8;19
35;34;15;35;37;10
30;14;5;5;26;39
21;45;25;49;3;32
45;27;48;16;48;4
38;40;30;25;40;15
45;10;16;23;2;31
29;23;16;4;36;36
43;21;26;37;6;39
18;11;25;22;49;29
7;31;40;25;3;2
44;28;47;7;12;26
29;20;30;35;35;36
6;25;40;22;2;38
33;2;6;48;29;16
6;6;3;32;10;43
32;34;2;17;22;4
38;42;37;24;44;31
21;3;21;32;15;8
2;9;29;7;7;32
37;7;22;30;42;10
29;27;36;38;20;44
16;7;33;2;2;15
7;14;33;26;16;48
46;4;41;32;11;3
42;15;45;25;43;33
3;38;8;25;33;49
9;3;46;1;10;10
38;29;3;4;9;48
14;25;26;1;44;17
48;13;23;33;33;43
28;29;4;30;26;5
36;35;24;41;19;18
28;45;40;7;27;41
30;48;8;23;15;43
30;1;22;18;14;9
11;44;44;39;12;20
44;32;11;25;13;4
17;22;30;21;33;22
42;27;11;8;44;44
20;34;36;47;48;48
27;5;5;20;49;8
4;23;5;26;31;30
27;1;19;1;36;16
41;4;3;36;41;9
40;11;20;4;24;16
10;24;29;24;20;11
9;37;10;16;12;32
10;46;2;2;28;17
41;28;49;16;15;22
48;17;34;41;47;4
43;26;26;5;48;44
42;15;8;25;37;8
46;3;16;27;22;28
16;49;44;3;43;28
16;46;17;36;12;1
19;5;7;21;26;32
19;32;13;14;4;13
2;24;27;29;22;11
40;44;39;47;39;16
2;23;5;19;1;49
11;9;31;16;42;35
27;20;40;42;1;16
25;23;25;48;28;23
40;6;20;1;7;19
20;3;18;13;14;8
17;28;30;25;26;14
4;28;5;14;24;49
40;47;44;12;42;24
35;21;19;28;11;45
16;48;42;37;19;12
24;35;38;41;39;26
8;17;38;24;29;27
25;5;6;10;33;31
40;49;40;43;38;28
35;33;10;1;9;1
19;11;16;47;28;33
44;6;38;26;23;35
11;20;24;49;11;10
25;47;15;24;23;36
16;41;27;3;23;37
44;45;42;12;5;15
49;45;15;5;44;32
19;2;40;5;20;33
44;39;7;43;9;27
4;42;9;43;22;14
32;2;22;35;26;9
31;16;31;36;6;8
3;10;8;26;30;26
33;17;15;5;34;19
47;19;9;29;31;47
3;15;48;40;22;45
39;33;10;20;2;14
5;23;17;7;30;16
16;12;15;44;43;42
43;36;18;4;6;18
34;12;34;19;10;26
6;18;23;19;22;26
49;28;18;32;12;5
17;23;21;30;5;10
25;38;15;2;21;15
12;6;25;22;16;45
43;30;38;11;4;40
25;9;45;4;8;45
29;21;12;36;25;33
13;10;46;17;17;46
1;45;14;23;5;36
6;22;16;25;18;37
36;4;26;3;36;1
23;27;14;31;3;39
42;18;2;1;15;46
40;49;14;48;47;23
23;39;1;44;26;7
24;6;10;40;15;4
13;19;32;4;20;39
41;6;24;6;22;17
2;17;22;4;26;6
3;48;11;48;31;7
37;6;8;10;21;36
39;49;48;11;23;11
48;46;27;9;4;41
40;30;21;10;45;31
8;32;19;16;40;31
23;28;15;37;23;5
30;29;16;31;10;40
5;5;25;45;37;41
27;32;39;19;29;31
48;31;1;33;8;34
3;14;14;16;1;32
11;40;10;16;33;15
12;44;2;48;33;7
25;6;12;8;35;38
6;40;16;23;18;28
34;20;41;30;46;27
11;43;12;38;34;24
3;17;7;36;39;40
17;33;23;7;32;17
29;23;13;46;37;7
46;40;47;15;17;30
12;35;42;45;47;39
31;5;31;24;25;21
23;15;15;9;10;6
34;14;36;13;36;17
19;27;13;37;1;26
16;10;35;34;8;10
17;19;32;24;39;35
27;2;6;41;2;10
9;1;47;19;23;32
17;41;21;25;29;43
41;36;38;44;49;4
42;30;39;44;35;11
4;1;37;31;9;27
25;9;27;30;37;42
14;25;17;37;13;4
21;25;42;12;37;1
15;15;5;37;47;42
31;35;26;14;7;16
10;19;23;28;11;41
17;20;2;17;36;15
17;28;46;10;5;22
18;15;19;38;6;47
37;37;42;33;48;49
10;42;39;29;4;10
26;28;12;20;23;14
38;41;13;24;8;33
35;33;12;22;41;17
13;21;28;6;14;9
4;29;7;43;33;26
12;24;24;39;35;2
49;12;49;42;1;44
6;17;30;23;4;49
30;27;7;22;43;15
46;10;24;16;37;44
42;39;36;4;12;34
8;16;34;31;44;26
8;23;39;42;19;22
3;46;24;43;41;20
6;22;32;43;10;31
34;17;10;28;16;11
22;10;44;42;15;16
34;36;18;14;3;35
35;14;42;8;42;18
49;22;3;6;14;10
41;47;19;39;14;25
6;12;37;49;16;35
41;1;2;45;39;42
21;4;20;37;37;7
26;36;24;44;39;12
47;48;29;14;44;30
22;11;28;17;14;33
19;43;43;5;47;11
20;37;18;4;4;6
9;7;33;33;28;15
48;32;30;40;5;8
11;41;37;20;30;27
28;2;20;41;32;49
21;24;10;35;22;41
15;32;43;8;17;8
42;2;6;3;25;2
3;29;38;43;27;6
13;1;35;8;35;24
14;1;16;29;2;41
47;6;5;29;22;27
24;23;24;6;28;22
10;2;45;18;12;28
27;17;34;45;37;23
30;21;12;25;1;33
43;2;2;15;3;28
39;38;20;20;25;42
1;22;40;5;9;3
3;34;4;29;46;16
33;44;40;45;1;23
14;41;44;32;7;35
3;17;25;30;10;43
21;43;34;33;44;34
36;9;38;29;35;7
19;15;9;9;24;25
11;18;36;39;4;12
41;8;25;13;49;13
14;44;23;8;18;24
25;9;38;36;34;41
13;26;23;3;2;31
12;42;26;7;10;37
16;35;29;1;29;36
21;29;12;43;1;24
2;5;15;43;39;36
45;11;2;37;7;12
10;41;22;20;20;15
48;33;19;44;17;19
41;34;21;34;49;8
35;34;15;29;1;28
27;44;35;10;9;30
35;37;49;46;41;18
49;17;7;12;14;12
39;13;2;18;38;37
20;22;7;38;45;38
4;37;37;37;30;38
39;43;25;25;21;44
7;2;17;26;5;49
1;25;44;44;11;44
3;31;4;41;41;10
25;15;48;34;5;36
24;27;1;32;47;17
37;44;3;24;34;37
10;12;42;27;18;9
18;30;46;31;13;11
1;38;32;27;10;8
8;46;31;47;6;22
34;35;16;36;49;3
35;13;8;5;36;48
41;26;23;34;38;3
31;46;49;36;45;42
35;27;28;33;22;2
13;42;23;17;48;47
19;1;28;49;3;39
24;13;48;44;21;25
12;49;12;12;6;48
14;38;48;15;5;10
24;36;33;22;24;35
1;20;31;43;25;36
7;26;40;22;36;15
27;30;30;15;16;4
4;15;15;23;37;5
27;14;49;4;38;19
47;1;42;27;35;48
32;16;15;31;33;35
39;2;37;28;27;3
32;21;40;19;10;28
24;41;28;31;4;32
33;6;35;13;27;16
19;25;10;49;7;12
13;42;39;40;21;21
48;42;12;37;13;9
43;45;49;43;5;21
31;23;22;34;42;29
11;8;48;26;34;33
20;43;17;37;28;27
9;33;22;17;28;37
9;16;6;16;17;30
22;9;32;1;29;14
22;38;11;39;47;41
38;47;17;6;46;3
34;1;31;13;27;23
44;9;41;8;46;25
25;13;16;17;12;29
30;15;23;43;1;35
17;11;43;29;12;7
13;29;14;12;13;6
8;49;33;36;3;11
16;16;49;5;41;19
35;34;21;13;8;42
16;42;8;18;7;49
23;29;31;43;3;12
31;46;21;26;43;36
32;5;7;37;25;10
36;21;22;39;39;27
8;41;25;25;32;44
31;22;45;48;24;6
49;24;41;14;14;36
24;23;10;7;8;44
15;5;9;20;33;7
39;1;9;49;30;19
1;17;9;8;25;18
16;24;11;44;12;31
11;29;26;45;7;14
4;38;49;26;34;31
10;36;19;26;4;7
8;9;24;48;18;36
47;47;5;39;16;41
42;20;43;43;3;17
47;38;40;34;28;8
11;45;28;41;34;29
42;43;25;5;16;23
20;9;10;39;14;40
27;1;42;37;28;20
48;37;5;18;13;45
5;46;34;8;14;8
28;18;14;12;10;42
41;49;45;11;3;45
36;16;21;14;38;1
29;6;25;26;41;46
13;21;48;40;23;3
19;44;14;33;6;1
32;24;19;20;16;16
40;12;7;18;41;40
27;26;33;12;6;19
7;14;26;4;34;1
4;4;21;1;3;42
33;33;22;21;8;5
38;4;7;3;5;40
40;49;48;33;11;30
33;26;40;38;47;26
10;17;3;25;33;16
12;23;24;42;26;47
14;31;7;11;16;34
9;31;31;49;17;4
3;41;15;32;12;44
8;42;36;15;32;16
12;43;1;5;1;42
18;19;37;13;38;36
32;36;6;40;48;43
1;40;40;16;12;24
8;3;41;26;38;4
43;38;46;34;37;11
49;20;35;8;1;2
37;35;25;2;24;34
32;18;13;41;17;19
19;46;10;42;13;47
12;34;44;4;24;28
2;42;10;22;47;49
9;44;9;38;10;27
37;29;40;36;13;20
41;4;37;8;25;43
22;25;47;10;13;6
43;25;7;14;17;1
5;6;46;13;38;15
31;26;14;21;29;20
42;17;19;46;8;3
19;20;33;39;44;32
44;26;7;47;23;29
19;32;9;15;7;48
13;1;38;5;41;2
9;29;7;1;10;18
14;25;38;44;22;23
35;7;47;32;8;36
3;44;2;13;47;18
11;39;13;5;14;3
30;34;4;10;43;18
33;15;20;34;7;37
24;49;20;33;6;1
39;47;15;38;9;23
25;41;18;18;28;38
2;31;36;40;1;21
44;33;14;24;29;32
42;17;37;17;25;23
14;18;42;12;32;4
37;3;4;4;14;5
41;45;11;44;6;5
48;48;18;8;10;41
18;47;15;28;3;15
18;28;34;24;6;6
31;31;22;14;6;47
11;48;40;3;33;19
27;43;1;32;22;48
27;26;7;40;40;6
48;23;42;12;44;7
37;10;15;4;9;40
18;12;28;46;13;13
14;31;47;41;36;31
24;22;13;42;12;48
21;5;31;6;18;20
41;31;21;9;6;18
46;16;3;49;45;20
39;34;13;39;9;22
33;42;6;41;36;10
45;4;34;21;14;6
36;29;17;45;23;32
35;11;41;38;24;27
7;37;49;43;14;23
24;8;19;18;28;34
11;2;48;35;36;10
40;4;14;27;35;2
41;11;25;19;34;39
40;2;25;48;33;27
11;36;11;25;17;15
35;2;29;32;35;39
34;43;30;29;14;26
31;6;11;40;26;16
12;17;22;19;27;16
41;16;26;7;31;16
13;24;44;6;1;11
48;39;38;6;25;16
36;11;7;3;27;23
7;36;26;47;16;49
39;39;27;32;15;40
9;26;30;22;32;17
16;48;7;22;3;3
27;44;38;17;28;24
6;34;25;44;36;8
22;47;36;18;11;31
7;8;30;14;48;46
26;43;18;32;39;19
12;44;46;8;33;12
13;37;25;16;27;2
40;46;24;15;12;21
4;11;33;14;22;35
23;23;22;36;14;27
10;49;16;28;1;11
27;37;33;4;45;3
48;23;49;16;27;40
11;23;1;20;31;6
36;17;45;33;1;33
10;26;38;37;42;29
14;4;20;6;3;32
2;49;25;45;9;46
37;49;39;6;5;35
44;32;2;11;10;11
12;34;21;38;39;17
23;23;22;2;36;4
3;5;12;18;9;36
28;17;23;46;12;38
22;37;36;28;36;1
3;44;5;18;30;29
39;22;29;7;1;23
40;25;15;7;6;34
38;38;13;44;6;27
33;4;12;8;10;12
47;44;35;44;33;36
32;25;47;42;49;40
7;1;20;26;2;32
19;32;47;13;48;30
20;22;29;4;34;40
20;37;14;46;3;1
49;42;1;8;20;22
35;36;14;37;1;30
34;38;19;39;35;44
7;40;2;26;36;28
41;7;8;18;9;31
28;8;22;12;33;22
38;49;47;47;14;16
14;42;8;36;14;27
18;3;48;44;21;37
45;24;31;10;8;44
15;40;48;13;16;45
8;5;41;37;4;11
26;20;33;20;20;10
43;23;11;5;45;16
5;26;45;41;5;8
23;11;34;34;17;27
49;48;3;21;22;47
49;18;47;26;38;3
41;48;39;24;3;22
9;19;9;7;38;21
5;24;17;42;46;44
19;17;26;34;38;22
37;18;29;3;38;10
15;38;24;19;23;6
7;4;19;20;5;49
45;40;9;42;24;35
18;4;45;16;41;4
5;16;18;42;38;36
26;4;49;41;18;29
36;36;2;30;9;44
21;23;21;29;1;30
3;23;17;31;25;6
12;43;19;30;8;38
7;35;20;38;44;42
46;1;21;43;36;5
17;44;42;32;1;2
45;34;6;3;25;1
28;40;17;20;31;47
31;26;8;23;25;39
6;27;28;44;16;38
16;48;5;48;37;23
47;30;12;18;11;1
8;37;12;21;38;49
16;14;13;11;26;16
5;39;42;39;5;22
35;35;31;45;38;29
45;12;26;1;13;4
1;6;30;6;40;17
3;25;16;29;12;24
30;7;12;36;16;40
14;2;14;22;43;15
6;29;22;3;49;12
43;32;49;45;30;43
31;30;40;37;40;39
43;31;48;38;18;46
4;5;15;20;30;47
38;5;47;36;43;49
21;14;26;49;46;7
37;45;26;23;23;46
31;32;30;11;34;43
40;34;36;25;3;37
31;40;14;17;9;25
32;28;24;2;46;36
11;11;1;41;3;32
17;6;10;48;43;19
20;43;5;1;12;32
32;17;30;42;43;48
45;49;22;3;9;38
40;46;32;3;47;36
27;48;7;11;15;32
4;26;25;8;19;15
14;9;13;14;6;17
48;26;8;48;30;36
36;43;20;27;39;17
47;11;39;22;5;10
16;13;44;35;45;18
38;7;20;22;25;45
5;4;48;25;37;43
35;21;28;35;14;31
23;42;49;8;39;13
2;32;38;1;3;31
13;15;18;19;21;11
33;22;17;47;10;30
42;30;17;28;23;32
22;9;21;44;47;40
18;11;41;6;12;13
43;38;35;1;8;29
18;36;44;33;33;12
12;47;42;14;24;44
48;46;40;10;13;38
35;7;25;49;26;47
45;42;34;40;2;40
32;48;22;9;29;28
31;25;7;5;39;8
40;46;35;23;11;45
43;21;43;6;17;22
49;42;37;15;15;41
15;19;19;16;30;47
5;4;20;7;11;33
38;45;1;38;13;9
45;33;31;28;13;42
30;44;22;2;44;29
19;37;4;48;15;30
14;7;26;31;24;5
4;16;16;6;31;20
47;17;17;15;20;7
14;36;31;28;37;24
29;46;3;30;2;6
23;37;21;17;13;22
14;12;1;12;14;35
45;8;30;26;23;44
27;3;19;34;14;13
34;30;43;5;48;28
10;36;49;29;30;13
12;46;49;2;45;34
1;25;42;27;22;46
42;14;27;16;12;18
4;47;30;23;4;22
42;14;47;26;10;16
11;30;47;32;9;18
28;16;18;33;36;40
31;24;14;11;49;46
34;4;15;38;28;19
46;37;23;13;18;28
38;8;13;31;43;28
40;13;29;1;4;1
4;40;29;18;12;7
31;4;7;14;18;11
22;15;10;12;48;13
45;7;4;44;7;44
22;46;9;38;13;34
49;12;40;18;2;25
46;30;30;9;38;36
27;40;14;35;44;1
5;6;36;42;34;24
32;32;24;30;6;40
33;26;3;42;21;9
44;1;7;30;18;27
7;22;16;12;5;49
23;26;24;48;25;33
1;7;47;34;30;6
11;35;35;9;24;10
13;25;23;33;6;35
8;22;44;26;18;12
6;41;31;5;11;25
32;14;3;32;1;12
47;27;2;25;46;42
17;49;39;14;9;23
27;29;33;37;25;25
49;18;5;25;31;24
48;4;37;25;26;17
7;30;44;18;31;27
2;3;17;40;18;7
39;42;7;16;42;35
35;37;15;8;17;13
2;23;26;15;23;31
1;41;42;1;22;11
40;46;3;33;18;21
9;11;45;1;46;7
49;40;17;19;17;15
45;16;37;47;28;33
1;8;36;32;7;9
9;10;48;25;49;47
15;45;16;16;38;10
3;43;17;3;3;30
48;12;21;44;5;43
47;46;36;3;46;10
16;39;25;12;38;40
1;29;35;28;14;6
16;18;1;2;35;32
47;28;15;13;36;5
45;10;14;1;17;41
9;2;21;34;24;32
28;28;22;44;12;21
4;21;2;15;4;25
21;35;31;17;3;30
27;39;5;27;11;12
28;36;8;24;26;45
21;17;29;9;9;35
33;9;29;24;46;44
9;29;40;5;13;31
4;40;40;17;49;29
20;4;40;32;9;6
29;14;7;48;4;13
29;38;43;7;14;25
8;15;30;21;42;19
31;48;20;32;5;4
9;41;37;12;41;34
35;31;34;36;32;38
33;1;4;7;35;8
3;34;26;29;19;32
28;30;13;44;48;24
48;34;48;1;31;20
23;3;4;39;35;9
45;19;7;29;32;2
3;24;10;14;39;18
47;14;29;2;23;35
33;1;12;38;33;26
2;16;42;18;32;11
46;38;5;41;48;11
2;49;31;30;11;14
28;41;19;42;46;38
27;2;21;16;12;47
25;20;37;4;46;25
34;1;35;33;7;17
16;43;42;41;16;38
6;25;29;24;17;14
